Title,Date
"Sense8: Season 2: If All the World's a Stage, Identity Is Nothing But a Costume","25/02/2018"
"Sense8: Season 2: What Family Actually Means","22/02/2018"
"Sense8: Season 2: All I Want Right Now Is One More Bullet","14/02/2018"
"Holding the Man","13/02/2018"
"Black Mirror: Season 1: The National Anthem","07/02/2018"
"Stranger Things: Chapter One: The Vanishing of Will Byers","06/02/2018"
"The Spectacular Now","24/10/2017"
"Modern Family: Season 1: En Garde","24/10/2017"
"Modern Family: Season 1: Run for Your Wife","24/10/2017"
"Modern Family: Season 1: Coal Digger","23/10/2017"
"Modern Family: Season 1: The Incident","23/10/2017"
"Modern Family: Season 1: Come Fly with Me","23/10/2017"
"Modern Family: Season 1: The Bicycle Thief","23/10/2017"
"Modern Family: Season 1: Pilot","23/10/2017"
"Effi Briest","06/10/2017"
"Zwei an einem Tag","06/10/2017"
"Asterix & Obelix at the Olympics","24/08/2016"
